Subsystem;FlagDR;Name;Role;Module1;Module2;Module3;
Alpha-galactosides utilization HMP;1;AgaK;Predicted galactosides ABC transporter, ATP-binding protein AgaK;Carbohydrate metabolism;Raffinose, Melibiose and Alpha-galactosides utilization;Raffinose, Melibiose and Alpha-galactosides uptake;
Beta-glucosides utilization HMP;1;GluD;Exo-beta-(1-4/1-6)-glucosidase, GH3;Carbohydrate metabolism;Cellobiose and Beta-glucosides utilization;Cellobiose and Beta-glucosides catabolism;
Beta-glucosides utilization HMP;1;Bgl1_2;Broad specificity beta-glucosidase, GH1;Carbohydrate metabolism;Cellobiose and Beta-glucosides utilization;Cellobiose and Beta-glucosides catabolism;
Beta-glucosides utilization HMP;1;Bgl3;Beta-glucosidase, GH3;Carbohydrate metabolism;Cellobiose and Beta-glucosides utilization;Cellobiose and Beta-glucosides catabolism;
Beta-glucosides utilization HMP;1;Bgl1;Beta-glucosidase, GH1;Carbohydrate metabolism;Cellobiose and Beta-glucosides utilization;Cellobiose and Beta-glucosides catabolism;
Beta-glucosides utilization HMP;1;CldC;Exo-beta-(1-4)-glucosidase, GH1;Carbohydrate metabolism;Cellobiose and Beta-glucosides utilization;Cellobiose and Beta-glucosides catabolism;
Beta-glucosides utilization HMP;1;BglA;Beta-glucosidase (EC 3.2.1.21);Carbohydrate metabolism;Cellobiose and Beta-glucosides utilization;Cellobiose and Beta-glucosides catabolism;
Beta-glucosides utilization HMP;1;BglA2;beta-glucosidase (EC 3.2.1.21);Carbohydrate metabolism;Cellobiose and Beta-glucosides utilization;Cellobiose and Beta-glucosides catabolism;
Beta-glucosides utilization HMP;1;BglA3;Periplasmic beta-glucosidase (EC 3.2.1.21);Carbohydrate metabolism;Cellobiose and Beta-glucosides utilization;Cellobiose and Beta-glucosides catabolism;
Beta-glucosides utilization HMP;1;AscB;6-phospho-beta-glucosidase (EC 3.2.1.86);Carbohydrate metabolism;Cellobiose and Beta-glucosides utilization;Cellobiose and Beta-glucosides catabolism;
Beta-glucosides utilization HMP;1;CbpA;Cellobiose phosphorylase (EC 2.4.1.20);Carbohydrate metabolism;Cellobiose and Beta-glucosides utilization;Cellobiose and Beta-glucosides catabolism;
Beta-glucosides utilization HMP;1;LbpA;Laminaribiose phosphorylase (EC 2.4.1.31);Carbohydrate metabolism;Cellobiose and Beta-glucosides utilization;Cellobiose and Beta-glucosides catabolism;
Beta-glucosides utilization HMP;1;LamA;Beta-glucanase precursor (EC 3.2.1.73);Carbohydrate metabolism;Cellobiose and Beta-glucosides utilization;Cellobiose and Beta-glucosides catabolism;
Beta-glucosides utilization HMP;1;LicA;Endo-beta-1,3-1,4 glucanase (Licheninase) (EC 3.2.1.73);Carbohydrate metabolism;Cellobiose and Beta-glucosides utilization;Cellobiose and Beta-glucosides catabolism;
Beta-glucosides utilization HMP;1;CelA;PTS system, cellobiose-specific IIA component (EC 2.7.1.69);Carbohydrate metabolism;Cellobiose and Beta-glucosides utilization;Cellobiose and Beta-glucosides uptake;
Beta-glucosides utilization HMP;1;CelB1;PTS system, cellobiose-specific IIB component (EC 2.7.1.69);Carbohydrate metabolism;Cellobiose and Beta-glucosides utilization;Cellobiose and Beta-glucosides uptake;
Beta-glucosides utilization HMP;1;CelB2;PTS system, cellobiose-specific IIB component (EC 2.7.1.205);Carbohydrate metabolism;Cellobiose and Beta-glucosides utilization;Cellobiose and Beta-glucosides uptake;
Beta-glucosides utilization HMP;1;CelD;PTS system, cellobiose-specific IIC component (EC 2.7.1.69);Carbohydrate metabolism;Cellobiose and Beta-glucosides utilization;Cellobiose and Beta-glucosides uptake;
Beta-glucosides utilization HMP;1;BglFa;PTS system, beta-glucoside-specific IIA component (EC 2.7.1.69);Carbohydrate metabolism;Cellobiose and Beta-glucosides utilization;Cellobiose and Beta-glucosides uptake;
Beta-glucosides utilization HMP;1;BglFb;PTS system, beta-glucoside-specific IIB component (EC 2.7.1.69);Carbohydrate metabolism;Cellobiose and Beta-glucosides utilization;Cellobiose and Beta-glucosides uptake;
Beta-glucosides utilization HMP;1;BglFc;PTS system, beta-glucoside-specific IIC component (EC 2.7.1.69);Carbohydrate metabolism;Cellobiose and Beta-glucosides utilization;Cellobiose and Beta-glucosides uptake;
Beta-glucosides utilization HMP;1;AscFb;PTS system, arbutin-, cellobiose-, and salicin-specific IIB component;Carbohydrate metabolism;Cellobiose and Beta-glucosides utilization;Cellobiose and Beta-glucosides uptake;
Beta-glucosides utilization HMP;1;AscFc;PTS system, arbutin-, cellobiose-, and salicin-specific IIC component;Carbohydrate metabolism;Cellobiose and Beta-glucosides utilization;Cellobiose and Beta-glucosides uptake;
Beta-glucosides utilization HMP;1;BglT;Predicted beta-glucosides transporter, GPH:Cation Symporter Family;Carbohydrate metabolism;Cellobiose and Beta-glucosides utilization;Cellobiose and Beta-glucosides uptake;
Beta-glucosides utilization HMP;1;BglX;Beta-glucosides ABC transporter, substrate-binding protein;Carbohydrate metabolism;Cellobiose and Beta-glucosides utilization;Cellobiose and Beta-glucosides uptake;
Beta-glucosides utilization HMP;1;BglY;Beta-glucosides ABC transporter, permease component 1;Carbohydrate metabolism;Cellobiose and Beta-glucosides utilization;Cellobiose and Beta-glucosides uptake;
Beta-glucosides utilization HMP;1;BglZ;Beta-glucosides ABC transporter, permease component 2;Carbohydrate metabolism;Cellobiose and Beta-glucosides utilization;Cellobiose and Beta-glucosides uptake;
Beta-glucosides utilization HMP;1;CldE;Cellodextrin binding protein;Carbohydrate metabolism;Cellobiose and Beta-glucosides utilization;Cellobiose and Beta-glucosides uptake;
Beta-glucosides utilization HMP;1;CldF;Cellodextrin ABC transport system, permease protein 1;Carbohydrate metabolism;Cellobiose and Beta-glucosides utilization;Cellobiose and Beta-glucosides uptake;
Beta-glucosides utilization HMP;1;CldG;Cellodextrin ABC transport system, permease protein 2;Carbohydrate metabolism;Cellobiose and Beta-glucosides utilization;Cellobiose and Beta-glucosides uptake;
Beta-glucosides utilization HMP;1;SusC_bgl;SusC, outer membrane protein involved in beta-glucoside binding;Carbohydrate metabolism;Cellobiose and Beta-glucosides utilization;Cellobiose and Beta-glucosides uptake;
Beta-glucosides utilization HMP;1;SusD_bgl;SusD, outer membrane protein involved in beta-glucoside binding;Carbohydrate metabolism;Cellobiose and Beta-glucosides utilization;Cellobiose and Beta-glucosides uptake;
Beta-glucosides utilization HMP;0;BglG;Beta-glucoside bgl operon antiterminator, BglG family;Carbohydrate metabolism;Cellobiose and Beta-glucosides utilization;Cellobiose and Beta-glucosides regulation;
Beta-glucosides utilization HMP;0;BglU;Predicted beta-glucosides utilization regulator, RpiR family;Carbohydrate metabolism;Cellobiose and Beta-glucosides utilization;Cellobiose and Beta-glucosides regulation;
Beta-glucosides utilization HMP;0;BglU2;Predicted beta-glucosides utilization regulator, GntR family;Carbohydrate metabolism;Cellobiose and Beta-glucosides utilization;Cellobiose and Beta-glucosides regulation;
Beta-glucosides utilization HMP;0;AscR;AscBF operon repressor;Carbohydrate metabolism;Cellobiose and Beta-glucosides utilization;Cellobiose and Beta-glucosides regulation;
Beta-glucosides utilization HMP;0;CldR;Transcriptional regulator of cellodextrin utilization, LacI family;Carbohydrate metabolism;Cellobiose and Beta-glucosides utilization;Cellobiose and Beta-glucosides regulation;
Beta-glucosides utilization HMP;0;BglR;Transcriptional regulator of beta-glucosides utilization, LacI family;Carbohydrate metabolism;Cellobiose and Beta-glucosides utilization;Cellobiose and Beta-glucosides regulation;
Beta-glucosides utilization HMP;0;BglR2;Transcriptional regulator of beta-glucosides utilization, AraC family;Carbohydrate metabolism;Cellobiose and Beta-glucosides utilization;Cellobiose and Beta-glucosides regulation;
Beta-glucosides utilization HMP;0;BgrT1;Predicted beta-glucoside specific transcriptional regulator, TetR family;Carbohydrate metabolism;Cellobiose and Beta-glucosides utilization;Cellobiose and Beta-glucosides regulation;
Beta-glucosides utilization HMP;0;BgrT2;Predicted beta-glucoside specific transcriptional regulator 2, TetR family;Carbohydrate metabolism;Cellobiose and Beta-glucosides utilization;Cellobiose and Beta-glucosides regulation;
Beta-glucosides utilization HMP;0;BgrT5;Predicted beta-glucoside specific transcriptional regulator 5, TetR family;Carbohydrate metabolism;Cellobiose and Beta-glucosides utilization;Cellobiose and Beta-glucosides regulation;
Beta-glucosides utilization HMP;0;BgrT8;Predicted beta-glucoside specific transcriptional regulator 8, TetR family;Carbohydrate metabolism;Cellobiose and Beta-glucosides utilization;Cellobiose and Beta-glucosides regulation;
Beta-glucosides utilization HMP;0;CelR;Transcriptional activator of cellobiose operon, BglG family;Carbohydrate metabolism;Cellobiose and Beta-glucosides utilization;Cellobiose and Beta-glucosides regulation;
Beta-glucosides utilization HMP;1;BglX2;Predicted beta-glucosides ABC transporter, substrate-binding protein;Carbohydrate metabolism;Cellobiose and Beta-glucosides utilization;Cellobiose and Beta-glucosides uptake;
Beta-glucosides utilization HMP;1;BglY2;Predicted beta-glucosides ABC transporter, permease protein 1;Carbohydrate metabolism;Cellobiose and Beta-glucosides utilization;Cellobiose and Beta-glucosides uptake;
Beta-glucosides utilization HMP;1;BglZ2;Predicted beta-glucosides ABC transporter, permease protein 2;Carbohydrate metabolism;Cellobiose and Beta-glucosides utilization;Cellobiose and Beta-glucosides uptake;
Beta-glucosides utilization HMP;1;BglK;Beta-glucoside kinase, ROK family (EC 2.7.1.85);Carbohydrate metabolism;Cellobiose and Beta-glucosides utilization;Cellobiose and Beta-glucosides catabolism;
Hyaluronate utilization HMP;1;HylA;Hyaluronate lyase precursor (EC 4.2.2.1);Carbohydrate metabolism;Hyaluronate utilization;Hyaluronate catabolism;
Hyaluronate utilization HMP;1;HepC;Heparin-sulfate lyase (EC:4.2.2.8);Carbohydrate metabolism;Hyaluronate utilization;Hyaluronate catabolism;
Hyaluronate utilization HMP;1;Ugl;Unsaturated glucuronyl hydrolase (EC 3.2.1.-);Carbohydrate metabolism;Hyaluronate utilization;Hyaluronate catabolism;
Hyaluronate utilization HMP;1;Ohl;Oligohyaluronate lyase (EC 4.2.2.-);Carbohydrate metabolism;Hyaluronate utilization;Hyaluronate catabolism;
Hyaluronate utilization HMP;1;HylE;PTS system, hyaluronate-oligosaccharide-specific IIC component (EC 2.7.1.69);Carbohydrate metabolism;Hyaluronate utilization;Hyaluronate uptake;
Hyaluronate utilization HMP;1;HylF;PTS system, hyaluronate-oligosaccharide-specific IIB component (EC 2.7.1.69);Carbohydrate metabolism;Hyaluronate utilization;Hyaluronate uptake;
Hyaluronate utilization HMP;1;HylG;PTS system, hyaluronate-oligosaccharide-specific IID component (EC 2.7.1.69);Carbohydrate metabolism;Hyaluronate utilization;Hyaluronate uptake;
Hyaluronate utilization HMP;1;HylH;PTS system, hyaluronate-oligosaccharide-specific IIA component (EC 2.7.1.69);Carbohydrate metabolism;Hyaluronate utilization;Hyaluronate uptake;
Hyaluronate utilization HMP;1;HylX;Predicted hyaluronate ABC transport system, sugar-binding protein;Carbohydrate metabolism;Hyaluronate utilization;Hyaluronate uptake;
Hyaluronate utilization HMP;1;HylY;Predicted hyaluronate ABC transport system, permease protein 1;Carbohydrate metabolism;Hyaluronate utilization;Hyaluronate uptake;
Hyaluronate utilization HMP;1;HylZ;Predicted hyaluronate ABC transport system, permease protein 2;Carbohydrate metabolism;Hyaluronate utilization;Hyaluronate uptake;
Hyaluronate utilization HMP;0;HylR;Predicted transcriptional regulator for hyaluronate utilization, GntR family;Carbohydrate metabolism;Hyaluronate utilization;Hyaluronate regulation;
Hyaluronate utilization HMP;0;RegR;Transcriptional regulator RegR, rpressor of hyaluronate and KDG utilization;Carbohydrate metabolism;Hyaluronate utilization;Hyaluronate regulation;
Allose utilization HMP;1;AlsK;D-allose kinase (EC 2.7.1.55);Carbohydrate metabolism;Allose utilization;Allose catabolism;
Allose utilization HMP;1;RpiA;Ribose 5-phosphate isomerase A (EC 5.3.1.6);Carbohydrate metabolism;Allose utilization;Allose catabolism;
Allose utilization HMP;1;RpiB;D-allose-6-phosphate isomerase (EC 5.3.1.-);Carbohydrate metabolism;Allose utilization;Allose catabolism;
Allose utilization HMP;1;AlsE;D-allulose-6-phosphate 3-epimerase (EC 5.1.3.-);Carbohydrate metabolism;Allose utilization;Allose catabolism;
Allose utilization HMP;1;AlsA;D-allose ABC transporter, ATP-binding protein;Carbohydrate metabolism;Allose utilization;Allose uptake;
Allose utilization HMP;1;AlsB;D-allose ABC transporter, substrate-binding protein;Carbohydrate metabolism;Allose utilization;Allose uptake;
Allose utilization HMP;1;AlsC;D-allose ABC transporter, permease protein;Carbohydrate metabolism;Allose utilization;Allose uptake;
Allose utilization HMP;1;AlsGa;PTS system, D-allose/D-ribose-specific IIA component;Carbohydrate metabolism;Allose utilization;Allose uptake;
Allose utilization HMP;1;AlsGb;PTS system, D-allose/D-ribose-specific IIB component (EC 2.7.1.69);Carbohydrate metabolism;Allose utilization;Allose uptake;
Allose utilization HMP;1;AlsGc;PTS system, D-allose/D-ribose-specific IIC component;Carbohydrate metabolism;Allose utilization;Allose uptake;
Allose utilization HMP;1;AlsP;Predicted allose permease, Glucose Transporter (GT) Family;Carbohydrate metabolism;Allose utilization;Allose uptake;
Allose utilization HMP;0;AlsT;Allose utilization antiterminator, BglG family;Carbohydrate metabolism;Allose utilization;Allose regulation;
Allose utilization HMP;0;AlsR;Transcriptional regulator of D-allose utilization, RpiR family;Carbohydrate metabolism;Allose utilization;Allose regulation;
Allose utilization HMP;0;AlsR2;Transcriptional regulator of D-allose utilization, DeoR family;Carbohydrate metabolism;Allose utilization;Allose regulation;
Allose utilization HMP;0;AlsR3;Transcriptional regulator of D-allose utilization, LacI family;Carbohydrate metabolism;Allose utilization;Allose regulation;
Allose utilization HMP;0;AlsR4;Predicted transcriptional regulator of D-allose utilization, ROK family;Carbohydrate metabolism;Allose utilization;Allose regulation;
Sugar Alcohols utilization HMP;1;MtlD;Multiple polyol-specific dehydrogenase (EC 1.1.1.-);Carbohydrate metabolism;Polyol utilization;Mannitol catabolism;
Sugar Alcohols utilization HMP;1;MtlD1;Mannitol-1-phosphate 5-dehydrogenase (EC 1.1.1.17);Carbohydrate metabolism;Polyol utilization;Mannitol catabolism;
Sugar Alcohols utilization HMP;1;MtlD2;Predicted mannitol-1-phosphate 5-dehydrogenase (EC 1.1.1.17);Carbohydrate metabolism;Polyol utilization;Mannitol catabolism;
Sugar Alcohols utilization HMP;1;MtlD3;Mannitol 2-dehydrogenase (EC 1.1.1.67);Carbohydrate metabolism;Polyol utilization;Mannitol catabolism;
Sugar Alcohols utilization HMP;1;ScrK;Fructokinase (EC 2.7.1.4);Carbohydrate metabolism;Polyol utilization;"Mannitol catabolism; Sorbitol catabolism";
Sugar Alcohols utilization HMP;1;MtlA_IIC;PTS system, mannitol-specific IIC component (EC 2.7.1.69);Carbohydrate metabolism;Polyol utilization;Mannitol uptake;
Sugar Alcohols utilization HMP;1;MtlA_IIB;PTS system, mannitol-specific IIB component (EC 2.7.1.69);Carbohydrate metabolism;Polyol utilization;Mannitol uptake;
Sugar Alcohols utilization HMP;1;MtlA_IIA;PTS system, mannitol-specific IIA component (EC 2.7.1.69);Carbohydrate metabolism;Polyol utilization;Mannitol uptake;
Sugar Alcohols utilization HMP;1;MtlP1;Predicted mannitol transporter, GGP family;Carbohydrate metabolism;Polyol utilization;Mannitol uptake;
Sugar Alcohols utilization HMP;1;MtlP2;Predicted mannitol transporter, MFS superfamily;Carbohydrate metabolism;Polyol utilization;Mannitol uptake;
Sugar Alcohols utilization HMP;1;AtlD;D-arabitol-phosphate dehydrogenase (EC 1.1.1.301);Carbohydrate metabolism;Polyol utilization;Arabinitol catabolism;
Sugar Alcohols utilization HMP;1;DalD;D-arabinitol 4-dehydrogenase (EC 1.1.1.11);Carbohydrate metabolism;Polyol utilization;Arabinitol catabolism;
Sugar Alcohols utilization HMP;1;AtlPc;PTS system, arabitol-specific IIC component (EC 2.7.1.69);Carbohydrate metabolism;Polyol utilization;Arabinitol uptake;
Sugar Alcohols utilization HMP;1;AtlPa;PTS system, arabitol-specific IIA component (EC 2.7.1.69);Carbohydrate metabolism;Polyol utilization;Arabinitol uptake;
Sugar Alcohols utilization HMP;1;AtlPb;PTS system, arabitol-specific IIB component (EC 2.7.1.69);Carbohydrate metabolism;Polyol utilization;Arabinitol uptake;
Sugar Alcohols utilization HMP;1;RbtT;Ribitol/Xylitol/Arabitol transporter, MFS superfamily;Carbohydrate metabolism;Polyol utilization;"Arabinitol uptake; Xylitol uptake; Ribitol uptake";
Sugar Alcohols utilization HMP;1;XylD;Xylitol dehydrogenase (EC 1.1.1.9);Carbohydrate metabolism;Polyol utilization;Xylitol catabolism;
Sugar Alcohols utilization HMP;1;XylB;Xylulose kinase (EC 2.7.1.17);Carbohydrate metabolism;Polyol utilization;"Arabinitol catabolism; Xylitol catabolism";
Sugar Alcohols utilization HMP;1;XltC;Xylitol ABC transporter, periplasmic substrate-binding protein;Carbohydrate metabolism;Polyol utilization;Xylitol uptake;
Sugar Alcohols utilization HMP;1;XltB;Xylitol ABC transporter, permease component;Carbohydrate metabolism;Polyol utilization;Xylitol uptake;
Sugar Alcohols utilization HMP;1;XltA;Xylitol ABC transporter, ATP-binding component;Carbohydrate metabolism;Polyol utilization;Xylitol uptake;
Sugar Alcohols utilization HMP;1;GutB;Sorbitol dehydrogenase (EC 1.1.1.14);Carbohydrate metabolism;Polyol utilization;Sorbitol catabolism;
Sugar Alcohols utilization HMP;1;SrlD;Sorbitol-6-phosphate 2-dehydrogenase (EC 1.1.1.140);Carbohydrate metabolism;Polyol utilization;Sorbitol catabolism;
Sugar Alcohols utilization HMP;1;SrlD2;Predicted sorbitol-6-phosphate 2-dehydrogenase (EC 1.1.1.140);Carbohydrate metabolism;Polyol utilization;Mannitol regulation;
Sugar Alcohols utilization HMP;1;SrlE;PTS system, glucitol/sorbitol-specific IIB component and second of two IIC components (EC 2.7.1.69);Carbohydrate metabolism;Polyol utilization;Sorbitol uptake;
Sugar Alcohols utilization HMP;1;SrlB;PTS system, glucitol/sorbitol-specific IIA component (EC 2.7.1.69);Carbohydrate metabolism;Polyol utilization;Sorbitol uptake;
Sugar Alcohols utilization HMP;1;SrlA;PTS system, glucitol/sorbitol-specific IIC component (EC 2.7.1.69);Carbohydrate metabolism;Polyol utilization;Sorbitol uptake;
Sugar Alcohols utilization HMP;1;SrlP1;Predicted sorbitol permease;Carbohydrate metabolism;Polyol utilization;Sorbitol uptake;
Sugar Alcohols utilization HMP;1;SrlP2;Predicted sorbitol permease, NbcE family;Carbohydrate metabolism;Polyol utilization;Sorbitol uptake;
Sugar Alcohols utilization HMP;1;GutA;Glucitol/sorbitol-specific transport protein GutA;Carbohydrate metabolism;Polyol utilization;Sorbitol uptake;
Sugar Alcohols utilization HMP;1;SrlX;Predicted sorbitol ABC transporter, periplasmic substrate-binding protein;Carbohydrate metabolism;Polyol utilization;Sorbitol uptake;
Sugar Alcohols utilization HMP;1;SrlY;Predicted sorbitol ABC transporter, permease protein;Carbohydrate metabolism;Polyol utilization;Sorbitol uptake;
Sugar Alcohols utilization HMP;1;SrlZ;Predicted sorbitol ABC transporter, ATP-binding component;Carbohydrate metabolism;Polyol utilization;Sorbitol uptake;
Sugar Alcohols utilization HMP;1;GatD;Galactitol-1-phosphate 5-dehydrogenase (EC 1.1.1.251);Carbohydrate metabolism;Polyol utilization;Galactitol catabolism;
Sugar Alcohols utilization HMP;1;GatY;Tagatose 1,6-bisphosphate aldolase (EC 4.1.2.40);Carbohydrate metabolism;Polyol utilization;Galactitol catabolism;
Sugar Alcohols utilization HMP;1;LacC;Tagatose-6-phosphate kinase (EC 2.7.1.144);Carbohydrate metabolism;Polyol utilization;Galactitol catabolism;
Sugar Alcohols utilization HMP;1;GatZ;Tagatose-6-phosphate kinase GatZ (EC 2.7.1.144);Carbohydrate metabolism;Polyol utilization;Galactitol catabolism;
Sugar Alcohols utilization HMP;1;GatPa;PTS system, galactitol-specific IIA component (EC 2.7.1.69);Carbohydrate metabolism;Polyol utilization;Galactitol uptake;
Sugar Alcohols utilization HMP;1;GatPb;PTS system, galactitol-specific IIB component (EC 2.7.1.69);Carbohydrate metabolism;Polyol utilization;Galactitol uptake;
Sugar Alcohols utilization HMP;1;GatPc;PTS system, galactitol-specific IIC component (EC 2.7.1.69);Carbohydrate metabolism;Polyol utilization;Galactitol uptake;
Sugar Alcohols utilization HMP;1;RbtD;Ribitol 2-dehydrogenase (EC 1.1.1.56);Carbohydrate metabolism;Polyol utilization;Ribitol catabolism;
Sugar Alcohols utilization HMP;1;RbtK;D-ribulokinase (EC 2.7.1.47);Carbohydrate metabolism;Polyol utilization;Ribitol catabolism;
Sugar Alcohols utilization HMP;1;RbtC;Predicted ribitol ABC transporter, periplasmic substrate-binding protein;Carbohydrate metabolism;Polyol utilization;Ribitol uptake;
Sugar Alcohols utilization HMP;1;RbtB;Predicted ribitol ABC transporter, permease component;Carbohydrate metabolism;Polyol utilization;Ribitol uptake;
Sugar Alcohols utilization HMP;1;RbtA;Predicted ribitol ABC transporter, ATP-binding component;Carbohydrate metabolism;Polyol utilization;Ribitol uptake;
Sugar Alcohols utilization HMP;1;MtlE;Various polyols ABC transporter, periplasmic substrate-binding protein;Carbohydrate metabolism;Polyol utilization;"Mannitol uptake; Ribitol uptake; Xylitol uptake; Sorbitol uptake";
Sugar Alcohols utilization HMP;1;MtlF;Various polyols ABC transporter, permease component 1;Carbohydrate metabolism;Polyol utilization;"Mannitol uptake; Ribitol uptake; Xylitol uptake; Sorbitol uptake";
Sugar Alcohols utilization HMP;1;MtlG;Various polyols ABC transporter, permease component 2;Carbohydrate metabolism;Polyol utilization;"Mannitol uptake; Ribitol uptake; Xylitol uptake; Sorbitol uptake";
Sugar Alcohols utilization HMP;1;MtlK;Various polyols ABC transporter, ATP-binding component;Carbohydrate metabolism;Polyol utilization;"Mannitol uptake; Ribitol uptake; Xylitol uptake; Sorbitol uptake";
Sugar Alcohols utilization HMP;1;FruK;1-phosphofructokinase (EC 2.7.1.56);Carbohydrate metabolism;Polyol utilization;"Mannitol uptake; Ribitol uptake; Xylitol uptake; Sorbitol uptake";
Sugar Alcohols utilization HMP;0;MtlR1;Mannitol operon repressor;Carbohydrate metabolism;Polyol utilization;Mannitol regulation;
Sugar Alcohols utilization HMP;0;MtlR2;Mannitol operon activator, BglG family;Carbohydrate metabolism;Polyol utilization;Mannitol regulation;
Sugar Alcohols utilization HMP;0;MtlR3;Transciptional regulator of mannitol utilization, DeoR family;Carbohydrate metabolism;Polyol utilization;Mannitol regulation;
Sugar Alcohols utilization HMP;0;AtlR1;Predicted galactitol-arabitol operon regulator (Transcriptional antiterminator), BglG family;Carbohydrate metabolism;Polyol utilization;Arabinitol regulation;
Sugar Alcohols utilization HMP;0;AtlR2;Predicted galactitol-arabitol operon regulator, NtrC family;Carbohydrate metabolism;Polyol utilization;Arabinitol regulation;
Sugar Alcohols utilization HMP;0;XltR2;Transcriptional regulator of various polyols utilization, AraC family;Carbohydrate metabolism;Polyol utilization;Mannitol regulation;
Sugar Alcohols utilization HMP;0;SrlR2;Transciptional regulator of sorbitol utilization, ROK family;Carbohydrate metabolism;Polyol utilization;Sorbitol regulation;
Sugar Alcohols utilization HMP;0;GatR;Galactitol utilization operon repressor;Carbohydrate metabolism;Polyol utilization;Galactitol regulation;
Sugar Alcohols utilization HMP;0;SrlR;Glucitol operon activator protein;Carbohydrate metabolism;Polyol utilization;Sorbitol regulation;
HMP Inositol;1;IolG;Myo-inositol 2-dehydrogenase (EC 1.1.1.18);Carbohydrate metabolism;Inositol utilization;Inositol catabolism;
HMP Inositol;1;IolG1;Myo-inositol 2-dehydrogenase 1 (EC 1.1.1.18);Carbohydrate metabolism;Inositol utilization;Inositol catabolism;
HMP Inositol;1;IolG2;Myo-inositol 2-dehydrogenase 2 (EC 1.1.1.18);Carbohydrate metabolism;Inositol utilization;Inositol catabolism;
HMP Inositol;1;IolE;Inosose dehydratase (EC 4.2.1.44);Carbohydrate metabolism;Inositol utilization;Inositol catabolism;
HMP Inositol;1;IolD;Epi-inositol hydrolase (EC 3.7.1.-);Carbohydrate metabolism;Inositol utilization;Inositol catabolism;
HMP Inositol;1;IolB;5-deoxy-glucuronate isomerase (EC 5.3.1.30);Carbohydrate metabolism;Inositol utilization;Inositol catabolism;
HMP Inositol;1;IolC;5-keto-2-deoxygluconokinase (EC 2.7.1.92);Carbohydrate metabolism;Inositol utilization;Inositol catabolism;
HMP Inositol;1;IolJ;5-keto-2-deoxy-D-gluconate-6 phosphate aldolase (EC 4.1.2.29);Carbohydrate metabolism;Inositol utilization;Inositol catabolism;
HMP Inositol;1;IolJ2;5-keto-2-deoxy-D-gluconate-6 phosphate aldolase [form 2] (EC 4.1.2.29);Carbohydrate metabolism;Inositol utilization;Inositol catabolism;
HMP Inositol;1;IolA;Methylmalonate-semialdehyde dehydrogenase [inositol] (EC 1.2.1.27);Carbohydrate metabolism;Inositol utilization;Inositol catabolism;
HMP Inositol;1;IolI;Inosose isomerase (EC 5.3.99.11);Carbohydrate metabolism;Inositol utilization;Inositol catabolism;
HMP Inositol;1;IolX;putative sugar phosphate isomerase/epimerase;Carbohydrate metabolism;Inositol utilization;Inositol catabolism;
HMP Inositol;1;IolK;Novel inositol-related kinase, PfkB family (EC 2.7.1.12);Carbohydrate metabolism;Inositol utilization;Inositol catabolism;
HMP Inositol;1;IolN;Keto-inosose hydrolase;Carbohydrate metabolism;Inositol utilization;Inositol catabolism;
HMP Inositol;1;IolO;5-keto-L-gluconate epimerase;Carbohydrate metabolism;Inositol utilization;Inositol catabolism;
HMP Inositol;1;IolQ;Putative isomerase involved in inositol utilization;Carbohydrate metabolism;Inositol utilization;Inositol catabolism;
HMP Inositol;1;IolP;Predicted inositol phosphate phosphatase;Carbohydrate metabolism;Inositol utilization;Inositol catabolism;
HMP Inositol;1;ThuA;ThuA-like protein involved in inositol utilization;Carbohydrate metabolism;Inositol utilization;Inositol catabolism;
HMP Inositol;1;InoT;PTS system, cellobiose-specific IIC component (EC 2.7.1.69) / predicted inositol-specific IIC component;Carbohydrate metabolism;Inositol utilization;Inositol uptake;
HMP Inositol;1;IolF;Minor myo-inositol transporter IolF;Carbohydrate metabolism;Inositol utilization;Inositol uptake;
HMP Inositol;1;IolT;Major myo-inositol transporter IolT;Carbohydrate metabolism;Inositol utilization;Inositol uptake;
HMP Inositol;1;NaIT;Sodium/myo-inositol cotransporter;Carbohydrate metabolism;Inositol utilization;Inositol uptake;
HMP Inositol;1;IolT2;Predicted inositol transporter IolT;Carbohydrate metabolism;Inositol utilization;Inositol uptake;
HMP Inositol;1;InoF;Predicted inositol ABC transporter, substrate-binding protein;Carbohydrate metabolism;Inositol utilization;Inositol uptake;
HMP Inositol;1;InoG;Predicted inositol ABC transporter, permease protein 2;Carbohydrate metabolism;Inositol utilization;Inositol uptake;
HMP Inositol;1;InoH;Predicted inositol ABC transporter, permease protein 1;Carbohydrate metabolism;Inositol utilization;Inositol uptake;
HMP Inositol;1;InoX;Inositol transport system permease protein;Carbohydrate metabolism;Inositol utilization;Inositol uptake;
HMP Inositol;1;InoY;Inositol transport system sugar-binding protein;Carbohydrate metabolism;Inositol utilization;Inositol uptake;
HMP Inositol;1;InoZ;Inositol transport system ATP-binding protein;Carbohydrate metabolism;Inositol utilization;Inositol uptake;
HMP Inositol;0;IolR;Transcriptional repressor of the myo-inositol catabolic operon DeoR family;Carbohydrate metabolism;Inositol utilization;Inositol regulation;
HMP Inositol;0;IolR2;Predicted transcriptional regulator of the myo-inositol catabolic operon;Carbohydrate metabolism;Inositol utilization;Inositol regulation;
HMP Inositol;0;InoR;Predicted transcriptional regulator of inositol degradation, IclR family;Carbohydrate metabolism;Inositol utilization;Inositol regulation;
